new2kid,net_es,net_es_ha
186647,-1142358.54343634,-7210.152542399
186648,-2909825.52212029,-8544.17477590837
186649,-3122502.24141076,-9742.59669706945
186650,-3712580.48458024,-9687.09845943964
186651,-2988316.20925808,-9200.12687091193
186652,-2912980.58297928,-8928.67611641158
186653,-2997653.48666597,-8558.61095407842
186654,-1657025.34626104,-5754.80910357643
186655,-2709893.0644317,-9626.61834611616
186656,-3347152.11482922,-11457.9447662104
186657,-3580115.38542726,-10304.343616988
186658,-3435057.32856695,-9767.35689658275
186659,-3363114.43378055,-9346.85269072239
186660,-445724.829780515,-3079.27343544397
186661,-109448.20252312,-10809.6990146291
186662,-1705771.13788318,-9845.72085358257
186663,-3809803.15451783,-10457.5142343944
186664,-3397018.69820991,-10478.5616293346
186665,-3662328.91444607,-10190.828283676
186666,-4240512.96389715,-11472.4733551496
186667,-4423925.80880479,-11661.0894466024
186668,-3783303.08813531,-10562.3537620249
186669,-3867599.3372471,-11434.1443821053
186670,-4449542.96831667,-11765.4416613893
186671,-4204265.21970105,-11929.1086212479
186672,-4617179.51013882,-12249.1912058068
186673,-4287906.9282134,-11727.6086925495
186674,-4089239.36507359,-11236.1033558608
186675,-4365192.80197201,-11323.4573332607
186676,-4142319.15863763,-12303.1569590128
186677,-3569413.06110454,-11838.8492905623
186678,-3470154.92996866,-11490.5792383068
186679,-3670804.88421634,-11906.1176054047
186680,-4267708.83359217,-11555.8201620367
186681,-3621936.76671258,-11671.9009602017
186682,-4054191.36937129,-12786.7261797636
186683,-4267538.54341031,-12705.7344053898
186684,-4400490.78194907,-12352.2548265237
186685,-3869484.95221145,-12668.6636454641
186686,-1551715.08176844,-12837.3533134928
186687,-2079618.82739492,-12378.6834963983
186688,-3645216.85452593,-12237.4044633686
186689,-3492633.22583268,-12426.5358268452
186690,-957391.19274232,-12484.3187317662
186691,-1450151.66390442,-12501.3074474519
186692,-2916540.62529719,-12940.8347212299
186693,-3958450.32552906,-12859.9401438508
186694,-1535797.77166618,-13538.713138655
186695,-1412260.11043565,-12701.6086379823
186696,-1650630.80146676,-13244.7807539961
186697,-3763728.48275406,-13875.496710614
186698,-3801857.91662743,-14905.5934001565
186699,-4227124.31571995,-14652.077350849
186700,-3813607.81300166,-13256.0775598581
186701,-4289372.87968943,-12721.0317099223
186702,-3213571.77411351,-12905.9107394117
186703,-4273542.59846438,-12360.2099738666
186704,-4098207.29758896,-12629.2982976547
186705,-4000628.54919595,-12511.7390123407
186706,-2095334.77253914,-13111.207024101
186707,-2206928.04111391,-13116.9571537231
186708,-4453535.60772432,-13110.6844017643
186709,-4893248.71991535,-13888.9443886191
186710,-3854478.8688966,-12786.991893499
186711,-4393892.95355304,-13637.6890895924
186712,-4184740.03944634,-12585.6843291619
186713,-4312387.08712274,-12556.5411090016
186714,-3734221.48192521,-12138.8751952059
186715,-4436481.49520165,-11781.5276221123
186716,-4096814.93406618,-11861.9324909625
186717,-4327772.68475856,-12668.1966623009
186718,-3964582.23008849,-11720.8639470465
186719,-4223149.40718051,-12432.4545565572
186720,-5213746.43766714,-13478.7434161697
186721,-5550655.91129884,-14886.1036843415
186722,-271205.279779657,-15333.1606942562
187254,-1712036.87854884,-12077.8615770641
187255,-3032173.99431646,-13677.6949278442
187256,-2371788.38496707,-10228.7369702084
187257,-2087744.92151475,-10196.5563932344
187258,-2380177.6204383,-10385.2854995944
187259,-2917636.80965639,-10199.2984388251
187260,-1997777.67359067,-10064.3711515903
187261,-1998665.0110132,-9839.58159268038
187262,-2786029.42545314,-10491.0498487292
187263,-2367157.09739007,-10328.4738364442
187264,-2308625.4807911,-10220.810097581
187265,-2060461.97246369,-10187.698256928
187266,-2453163.83265885,-9526.84983556836
187267,-2189622.57984868,-9635.30288162236
187268,-1069440.87789434,-10478.2939658968
187269,-2385867.95866034,-10367.7043287793
187270,-3089958.31220687,-10557.1926105723
187271,-3450716.77633303,-10409.4020402203
187272,-3028175.80074803,-11270.2518753125
187273,-3535284.79354204,-11478.19738163
187274,-2876655.62179598,-10097.9574262255
187275,-1775108.72251763,-9644.0541800618
187276,-646163.29232332,-10625.5012098388
187277,-451186.320882432,-10909.4459729681
187278,-33703.6325892153,-11473.5770516477
187279,-2396068.22560857,-8934.30240264208
187280,-2305261.57357257,-9044.67512926953
187281,-198533.709596207,-10213.9529052711
187282,-289654.035787556,-8258.03941758486
187283,0,0
187284,0,0
187286,-3135836.16719145,-11624.9718894956
187287,-3306569.9309993,-10843.4349038714
187288,-2983635.46226024,-9780.40716987583
187289,-1367732.2357747,-9190.97680486991
187291,-796909.440054583,-7273.56020586043
187292,-2488354.17766247,-8692.94035864617
187293,-1257279.31949686,-10521.1658535302
187294,-1064114.47107797,-10082.3314880543
187295,-2427693.98320612,-7867.7544523593
187296,-1309207.10688952,-6394.17390422233
187297,-3308346.73620411,-9447.35816156804
187298,-3229165.84764663,-9407.62082344247
187299,-3612977.16595483,-9885.02644584083
187300,-3201284.97418039,-9250.5977220311
187301,-3084868.08756099,-9584.05619436425
187302,-1858710.97311479,-9903.22196797756
187303,-2044381.52334959,-10561.8677344506
187304,-2932958.64018253,-9582.87487092516
187305,-2966011.31902429,-10135.8780658668
187306,-3585781.10086541,-11340.6795046149
187307,-3702002.7867505,-10577.1508192871
187308,-3980746.839456,-10881.932245224
187309,-3540611.09688049,-9567.60303159734
187310,-923221.449166359,-5827.20791683014
187311,0,0
187312,-1940089.70976149,-10648.8629009207
187313,-3452829.93727786,-10683.6741435788
187314,-3402995.02582747,-10568.3075336257
187315,-3241093.27450328,-10024.6457359467
187316,-3575589.94761629,-10138.1249622294
187317,-3188820.73656923,-10911.2771140093
187318,-3830390.02593301,-10492.4226014258
187319,-4204784.84470703,-12176.7524914593
187320,-4424862.41615701,-11590.9951962201
187321,-4597245.06001339,-12084.1006998873
187322,-3432006.38516632,-12065.9420265131
187323,-4231422.9366197,-11575.1012114746
187324,-4093361.38712604,-11144.0840895043
187325,-4322437.1405254,-11834.1879275165
187326,-3859574.18680072,-11787.2088163412
187327,-4616148.37625144,-12279.0314247752
187328,-3765588.8369234,-11186.3017806859
187329,-4007606.67008599,-11383.2250526142
187330,-4359523.0449204,-12084.6099651293
187331,-3574003.15297224,-12540.3619402535
187332,-4046927.74453098,-12504.9910993619
187333,-4184936.8087449,-13106.0851321038
187334,-3938055.67226775,-12526.6184406131
187335,-3439993.82220858,-12740.7178600318
187336,-2411160.23753733,-12586.807112756
187337,-2404579.79539435,-12049.25672606
187338,-3588379.93045802,-11806.3086340383
187339,-2879493.94450191,-12095.5377033422
187340,-394776.873362634,-12409.4891430298
187341,-478762.597939461,-12599.015735249
187342,0,0
187343,-1051777.79020335,-13894.9440544732
187344,-3110863.94010005,-13369.2782813862
187345,-1433705.74173968,-13130.6765127847
187346,-504904.497303924,-9985.75025570184
187347,-2195427.02594756,-13422.5572851207
187348,-2741122.72442865,-13848.4255102174
187349,-3624558.50095382,-13424.2907442734
187350,-3618937.53134454,-12364.5100366245
187351,-3269658.59701426,-12283.2912778183
187352,-3508616.06076431,-12059.6900047753
187353,-2606470.7096205,-11406.8740027155
187354,-1725304.9158235,-11050.7920949463
187355,-3523395.4902412,-11008.4608170004
187356,-3000829.43976617,-12081.8497826519
187357,-3261471.77916617,-12529.063257301
187358,-3990049.35839808,-12740.1296616183
187359,-4393408.54198563,-12995.8470459919
187360,-3738141.34414381,-12092.6529531543
187361,-4116306.66853659,-12528.2303018043
187362,-4410424.80843121,-11946.300479922
187363,-4680261.53026468,-12572.8986709595
187364,-2425712.13573922,-12098.3148914674
187365,-3007678.06682819,-11876.3201059356
187366,-4166010.02714594,-11864.7490983152
187367,-3819537.42357624,-11508.963988177
187368,-3510739.09566373,-11421.6806690971
187369,-4588138.51330544,-11670.9405743859
187370,-4353642.07951928,-11977.0070963392
187371,-4503977.76136944,-12532.8076838106
187372,-937854.996366367,-14156.3018319452
187904,-442449.632840378,-12333.0908108816
187905,-537196.133743059,-11047.7353983148
187906,0,0
187907,-2260119.68445617,-10670.3791535257
187908,-3305452.84990063,-11150.5894156462
187909,-1938310.34146416,-9930.50447115803
187910,-1771183.92743955,-10038.5911579996
187911,-2657674.39510294,-10066.948466299
187912,-3142127.85722035,-10072.9404358897
187913,-3178045.82347373,-9999.7508703205
187914,-2377587.64205229,-9979.38149864548
187915,-2438017.97692691,-10306.020510127
187916,-2757498.21024796,-9919.05831024444
187917,-2641165.37517344,-9919.86995370306
187918,-2024115.27273047,-9885.78887780448
187919,-1778653.64312975,-10152.8570424816
187920,-2947743.57104526,-10608.1639983635
187921,-1801193.01017764,-10136.8583056075
187922,-2640891.83252827,-11003.7159688678
187923,-3809929.49575225,-11355.9746520186
187924,-3506683.38712051,-10756.6975065046
187925,-1704186.54323801,-10017.2610917738
187926,-333581.300193324,-3110.31515331771
187927,-77824.2914049047,-11217.9158781845
187928,-1357785.04046604,-12492.5593142362
187929,-2441994.69284233,-9340.64429487863
187930,-1869958.62131646,-9274.43829543191
187931,-1978750.47346255,-8568.33763880943
187932,-1153798.76488974,-10634.0899989837
187933,0,0
187934,-3447867.41063925,-112813.657607828
187936,-3718448.63604619,-11436.9815795346
187937,-3434161.3826563,-10910.7589599882
187938,-3698982.30544132,-10760.6757976475
187939,-1872766.501138,-8802.66275505521
187941,-494149.707584472,-6077.16781041625
187942,-1566955.42632145,-9789.6473335194
187943,-1288183.40698736,-10019.9001029644
187944,-92601.3117027456,-10218.0757740961
187945,-2024040.73505134,-10333.3285771606
187946,-3105595.36051454,-9566.71655145025
187947,-2490986.60745251,-8037.06104441222
187948,-3103620.74181005,-10123.9412576882
187949,-3774772.8494701,-10179.7346353483
187950,-3272688.58640149,-9941.71585008997
187951,-2672580.29032005,-10021.393167359
187952,-1303743.21492365,-10545.9511823956
187953,-1234313.87622928,-9979.29359255604
187954,-3181985.86522183,-9633.25900540196
187955,-1845278.27811879,-8194.40811820724
187956,-3677532.41676867,-10475.4350486556
187957,-4281423.93876174,-11636.280451875
187958,-3846282.15585646,-10775.7861134133
187959,-3273940.16942849,-9826.11943553853
187960,-3437490.69177502,-9789.93433043794
187961,-3544168.98942361,-10605.3308080752
187962,-3675789.19911298,-10941.8841275921
187963,-3517714.97341239,-11079.4172390941
187964,-3246816.09558105,-10421.0747300495
187965,-2571894.05765147,-9891.90022173644
187966,-2420904.97970691,-9988.26190699087
187967,-2429000.10557526,-9718.43002980847
187968,-3986926.6035223,-10645.9989413146
187969,-4627269.27790642,-12217.2126149344
187970,-4796022.84192229,-12416.8876166273
187971,-4265188.42421256,-11364.3654933224
187972,-4037993.75976615,-11378.6368714791
187973,-4292773.05308345,-11217.4373426972
187974,-4479891.81233323,-12006.4102173085
187975,-3874859.78852473,-11704.3150115907
187976,-3691523.11817132,-12022.0577835826
187977,-4295667.96114211,-11793.1858919481
187978,-3716448.21539079,-11474.9462458998
187979,-3611883.50178978,-12468.2062629205
187980,-3993741.34204282,-12683.5771085123
187981,-3157116.88854303,-12154.4442292321
187982,-4216882.62354163,-12336.8297635155
187983,-4389095.49553754,-13994.724577242
187984,-3953354.45393138,-12590.3008086987
187985,-2069274.56516172,-12897.698886867
187986,-1653110.95654633,-12325.1515865523
187987,-2648107.80838047,-12078.0287725449
187988,-1338610.81952045,-11905.3769384809
187989,-3164182.21743932,-11994.0572089621
187990,-591471.881724085,-12086.2708909136
187991,-274792.404329446,-11980.0503249895
187992,-349702.222115589,-9053.77921334857
187993,0,0
187994,-1575274.14368465,-10798.7944725597
187995,-760539.561776582,-11655.7787245453
187996,-851076.955683287,-12750.2165645436
187997,-3053285.74594348,-13235.5925047672
187998,-2494711.50151382,-13074.1513344976
187999,-2159013.09174351,-12827.4078974735
188000,-3300919.78681638,-12077.4563432568
188001,-3353339.82675602,-12252.440563621
188002,-1373576.6624834,-12075.3992306233
188003,-1022408.44241796,-11940.5365537864
188004,-3258003.95613658,-10353.1406749127
188005,-4108700.19401481,-10839.110157335
188006,-4188862.76909765,-11332.7366089892
188007,-3155459.31053206,-12200.9059856242
188008,-3637429.57120726,-12529.3591257947
188009,-3880921.00683403,-11698.3300884221
188010,-3786400.07384004,-11374.8406273828
188011,-3788793.94495009,-11916.7885038729
188012,-4108357.37764402,-11757.0592098559
188013,-4242605.09339663,-11705.7564225463
188014,-3823200.46135271,-11917.2428173862
188015,-3714788.98911909,-11741.7273460896
188016,-3176842.64047694,-11837.3270255312
188017,-3701764.41679322,-11693.6289572935
188018,-4616806.59593212,-11841.7610668346
188019,-4535196.97194207,-11952.4216028781
188020,-4799554.46184104,-12705.6372252576
188021,-3887058.5985456,-12471.0121469279
188554,0,0
188555,-181533.266732936,-10663.5611960347
188556,-674403.275771246,-9677.53579582058
188557,-2629203.1942323,-10631.0970704364
188558,-3526829.56076653,-11127.8392767234
188559,-2414934.20748466,-9782.01197968469
188560,-2435632.83918679,-9848.40167475074
188561,-2913043.3942771,-10012.6088739922
188562,-3122118.32893048,-10433.1439563257
188563,-3448150.74439496,-10333.4729182093
188564,-2715418.34506186,-9923.86786683183
188565,-2505890.42883365,-10135.0472349187
188566,-2094262.4251158,-9626.02665953828
188567,-1663469.96203725,-9953.44779079883
188568,-1920163.65374242,-10043.3535337949
188569,-2573694.03753543,-9776.61552720011
188570,-2998081.77191541,-10487.3870464903
188571,-3709845.09096124,-10961.6844792945
188572,-3605211.05603731,-11061.0502198652
188573,-3723994.88509401,-10501.219274146
188574,-3217372.74826549,-10697.831249428
188575,-2308653.57581485,-10578.0232568836
188576,-2282653.11595235,-9417.85710552799
188577,-1410120.85407552,-11174.8061739517
188578,-2813602.42918185,-10182.6823946866
188579,-2896549.8721811,-9932.44705420007
188580,-1639058.5003583,-9975.25142857846
188581,-604719.770696802,-11276.8255607795
188582,0,0
188583,-405695.980759401,-12653.285949611
188586,-1989905.4840013,-11407.5556230816
188587,-4436410.85648815,-11669.0076777594
188588,-4610426.45818925,-11947.9791595445
188591,407468.359014275,15303.9759254188
188592,-1716135.21147539,-9497.80815759467
188593,-826856.42009387,-5591.59033030512
188594,-981052.279652786,-10259.370244735
188595,-132623.724733941,-10504.8494838765
188596,-2354796.5741299,-10221.5803543349
188597,-1410224.38335397,-7821.00177943274
188598,-714052.10784278,-28349.4633386712
188599,-2324576.29767769,-8970.86849079668
188600,-3209134.59189576,-9213.37761893633
188601,-3563648.14703801,-10190.9509119943
188602,-3040807.31293804,-10879.4537135529
188603,-3258943.78670728,-10248.2509015952
188604,-3218793.09049496,-9523.05648075431
188605,-3154159.99493955,-10788.0632575957
188606,-2803097.87093362,-10288.9575441473
188607,-1025498.44125085,-10524.6793200857
188608,-2598241.32228654,-9221.79706224151
188609,-3047965.75710568,-9310.31922750876
188610,-3691994.00174343,-10793.3316330888
188611,-3794196.84903562,-10908.7420637143
188612,-3915485.13265668,-10893.3684789614
188613,-3462940.81061756,-11024.0853501554
188614,-1631096.61699145,-8243.06565756891
188615,-1063721.16475991,-8446.42115938387
188616,-3293951.45524363,-10309.70721516
188617,-3748891.19286792,-10543.5505512193
188618,-4243465.60928327,-11445.6253790513
188619,-4314176.99681468,-12343.8540681393
188620,-4750661.14925896,-12099.7418637605
188621,-4780598.35596103,-12139.2753047733
188622,-4349528.94376627,-11680.5074018564
188623,-3900404.48976554,-12134.2546833071
188624,-4337061.69684478,-11143.8874497377
188625,-3528269.32834641,-10411.713252221
188626,-4080280.02831047,-11205.7124018138
188627,-4670719.63744206,-12193.1007014314
188628,-3997158.22219832,-12572.1508856248
188629,-3412972.52578597,-12684.6830226656
188630,-1595818.05839944,-11959.2922409326
188631,-2554488.93497643,-12796.4379961249
188632,-4227569.35663208,-13330.9242621429
188633,-4675519.95637927,-14531.5305559573
188634,-4183444.65608212,-12877.0901303028
188635,-1209974.22103756,-12932.2562034743
188636,-129481.068243564,-11019.665382431
188637,-24395.3139663308,-12197.6569831654
188638,-1894929.69555726,-11788.0540936688
188639,-2545888.6637746,-12055.1105712914
188640,-850591.556186827,-11969.626120483
188641,-84411.4814868061,-11952.068175123
188642,-371160.703868634,-12094.8498205665
188643,-400737.463451897,-10129.2249845661
188644,-277046.801039717,-7682.40696123999
188645,-185914.512858907,-12658.0093861383
188646,-259647.101831092,-12290.9870689274
188647,-2175297.2983751,-12948.1982046137
188648,-1383766.88976371,-12452.3454646903
188649,-3538837.6486553,-12263.6782279586
188650,-3547030.47222147,-11975.6251436049
188651,-3750903.36852672,-11839.5056019782
188652,-2302293.06131468,-11967.7352115123
188653,-2812225.82410493,-11394.1790796857
188654,-2419324.2003983,-9641.14251715387
188655,-3703905.26088445,-10212.3874158455
188656,-3884902.51263995,-11021.000035858
188657,-2922961.29179319,-11833.8513837781
188658,-4360754.67281635,-12288.1427906061
188659,-4529488.8503165,-12335.6292093726
188660,-4234268.15218292,-11815.1884260423
188661,-4524754.23065385,-11796.6543409584
188662,-4256443.57591855,-11597.9388989606
188663,-4479856.33047862,-11689.1228453454
188664,-4341702.72075971,-11677.1295229712
188665,-4267332.43680219,-11621.6713172485
188666,-3350937.64454994,-12070.0140280952
188667,-4218557.92477854,-11870.7222645896
188668,-4138670.16888255,-11845.9253492166
188669,-4523423.08152553,-11972.6665515978
188670,-4445871.29477753,-12679.8468300251
188671,-4691557.04770798,-13433.2342096148
188672,-2120686.38827361,-13161.7463973537
189205,-383973.95797259,-10022.1587725309
189206,-1400044.53773745,-9564.77907933356
189207,-2529383.89123987,-9402.9140938285
189208,-3178036.16266646,-9856.28583110359
189209,-2433195.56730189,-9629.26764205546
189210,-2499717.85340339,-9831.73197012148
189211,-2909769.49222046,-9999.20787704626
189212,-2286705.34794233,-9899.15735039969
189213,-3418844.72111225,-10607.2359002901
189214,-3400641.65386701,-10279.6649276161
189215,-2543629.59467751,-9662.41061605893
189216,-2928731.66521562,-10323.7952508151
189217,-1903157.19093158,-9848.16140197454
189218,-1332895.26030171,-9946.97955449037
189219,-2638784.7530117,-10222.8949269218
189220,-3324518.0926858,-10485.3714730875
189221,-3421824.53486052,-10735.1357956409
189222,-3017697.78834003,-10995.9381948168
189223,-3295982.3202535,-10576.7583481861
189224,-3194393.53989004,-10932.6837728857
189225,-1576905.12121523,-9976.46577281285
189226,-2561811.18195265,-10668.6566661225
189227,-2126597.59181226,-11043.6746085674
189228,-3071506.12764743,-10337.4207072694
189229,-2408750.43261586,-10313.0872148391
189230,-2613186.50412714,-10442.3037127958
189231,-2537911.81664241,-12161.302505624
189232,-2046894.50177704,-10357.4674346719
189233,-1394328.61136802,-11565.1932513677
189237,-2297300.58583122,-12175.1604416362
189238,-4132910.30540998,-12460.2534174787
189243,-304250.345189019,-10536.8084913946
189244,-54460.034637911,-10626.3482220314
189245,-1746245.25382591,-8167.18037451463
189246,-1205508.73311499,-7308.88204995826
189247,-2296819.89945829,-9194.17522925509
189248,-2400639.13858192,-10231.813057355
189249,-3513115.20845046,-9991.08484450895
189250,-3631751.77247878,-9507.20359287639
189251,-3341659.16642772,-10046.3259419097
189252,-3625239.73537758,-10551.9075433948
189253,-3936366.33185513,-10671.2743662626
189254,-2939727.32839893,-9730.16906379456
189255,-2909994.53923142,-9196.1115203837
189256,-1638044.55627489,-10084.152712735
189257,-1797784.87821201,-12377.1764420793
189258,-2369387.48680369,-9130.5876177406
189259,-4072057.66522505,-10828.1407085925
189260,-3132085.3903428,-8677.63917670733
189261,-3459560.58129813,-10075.1673281344
189262,-2792062.59484344,-10100.1586067138
189263,-2838225.38588368,-9602.79259338949
189264,-3368947.70221086,-9665.26147308119
189265,-2683124.93931227,-11261.8045721397
189266,-4031456.34541826,-11181.0195054069
189267,-3851978.5893121,-9998.64656537858
189268,-3873743.21478078,-10605.7309097352
189269,-4210683.56751653,-10862.7760529288
189270,-4389679.74013836,-12553.150284578
189271,-4616092.35368748,-12143.6168462676
189272,-4233870.23540451,-11758.70921133
189273,-3751688.40018495,-12265.429996518
189274,-3393603.05104769,-10617.4518609236
189275,-3063109.37339444,-10764.2762956976
189276,-4283900.6824324,-12414.8543595215
189277,-4703331.18575648,-12848.437591276
189278,-4270465.28193107,-11928.6739718745
189279,-4229387.71532468,-12792.0989499423
189280,-2390952.82996255,-11670.3005733376
189281,-1621079.44399301,-12985.3294915384
189282,-1705413.05916638,-14123.5035955808
189283,-3818799.44541081,-15030.9449265862
189284,-2041018.9708612,-12912.733702562
189285,-2223721.31942843,-14961.9600970794
189286,-1240650.89507771,-11500.8194213461
189287,-673533.746722861,-11296.1634670501
189288,-2711721.96351983,-11968.979701053
189289,-1226735.06573895,-11431.4275199902
189290,-1555932.18376322,-12126.1154116958
189291,-331441.865792009,-12025.1017067396
189292,-436035.747696472,-12239.5999353396
189293,-622185.018565155,-13013.019996134
189294,-10727.9873725226,-7802.17263456187
189295,-1070076.24502998,-12424.6878958488
189296,-1166459.34140179,-12774.3665040579
189297,-746911.091566134,-12396.8645903093
189298,-1610435.94206389,-12686.841493364
189299,-2389574.93751901,-12425.4790381229
189300,-2390370.64102598,-12246.5354647505
189301,-3496587.23240925,-11539.8918561361
189302,-2136852.96472907,-11430.8416702324
189303,-3485656.38907108,-10528.6959080871
189304,-3275227.76635093,-12164.2628276729
189305,-4731933.08840586,-12933.196005209
189306,-4057513.97431868,-12300.1560418907
189307,-3340936.03945277,-11849.9172314884
189308,-3908999.77408801,-11811.8973343547
189309,-3610941.67422496,-12163.1719552841
189310,-3909915.9488174,-12276.0312364754
189311,-4853814.10807378,-12270.6629371434
189312,-3736327.79794329,-11623.8080433779
189313,-4103989.53199657,-11585.0092646339
189314,-4317690.79214841,-11399.8436756394
189315,-2698670.33097046,-11062.9580567582
189316,-3799827.0901024,-11967.9593389052
189317,-5015991.87407916,-12672.6464527501
189318,-5325070.09313679,-13432.3067145181
189319,-5429628.46338075,-14452.5129619185
189320,-4387781.35037139,-12986.4042926271
189321,-4997625.71161934,-14225.5846621437
189322,-1719381.72228659,-13525.1266256565
189855,-2229034.66302396,-9569.23922950991
189856,-2460564.71469267,-9407.1769259457
189857,-2729413.42495175,-9882.46544449603
189858,-3021269.53632986,-9895.66275972932
189859,-2801963.37004152,-9707.97183210574
189860,-2233465.42595468,-9833.63974003163
189861,-1892077.95182943,-9961.58184576204
189862,-2684910.00868926,-9754.44144846233
189863,-3699900.91316866,-10147.1399744084
189864,-3092478.80527428,-10659.1255675115
189865,-2277661.22640749,-9612.91997428643
189866,-3103037.45724258,-10027.994206399
189867,-2097545.86773792,-9856.30951066277
189868,-2124439.37724764,-9653.80006701571
189869,-2218196.50589125,-9339.77476164736
189870,-2826914.39216436,-10362.1146104536
189871,-2802046.83690505,-10684.6399881985
189872,-2842209.44922445,-11010.9809170923
189873,-2832313.43185712,-10962.0258610822
189874,-3252672.11967289,-10688.5918904839
189875,-1781203.80953408,-10322.0793018997
189876,-2203989.88535576,-10907.4661817792
189877,-2708592.86606269,-10387.7003492337
189878,-2888345.85070774,-10623.8008301894
189879,-2258368.358885,-10084.8154457605
189880,-2650101.14200768,-10173.132982755
189881,-3255066.59746958,-11764.4150800798
189882,-1541701.37728084,-12553.2936572485
189883,-2910483.45548186,-12471.2735103668
189888,-2629401.07827146,-9486.00163525218
189893,-298338.638376965,-10702.7314215952
189894,-1017300.95417916,-6515.93885783291
189895,-1452789.71143895,-7143.4036210889
189896,-868657.827440987,-10211.9950323702
189897,-3180671.74769648,-9256.22916754159
189898,-2086460.69682276,-10013.0087430006
189899,-3418949.81209602,-9416.97314400694
189900,-3452470.90682495,-9924.45823018312
189901,-4033265.91103872,-10331.773067022
189902,-2071330.66197163,-9790.63237564136
189903,0,0
189904,-1617921.09477845,-8626.03715976514
189905,-2226068.84258145,-10081.26280252
189906,-1784072.46700162,-10414.1406318956
189907,-3183713.5444327,-11279.7645506916
189908,-3647078.7164162,-11335.1319857535
189909,-3522244.20577105,-10216.8069783062
189910,-3423984.62932065,-9411.39908420039
189911,-2572476.60377929,-9953.96025646159
189912,-4169939.62731175,-11621.500441907
189913,-3735338.72854196,-11604.9358556643
189914,-3214872.15648391,-11073.833047092
189915,-3898539.85835202,-10939.4313808545
189916,-3727727.90682382,-10769.8892215928
189917,-3757025.82894428,-10705.6835731271
189918,-3651576.72036692,-11021.5482976553
189919,-3508902.42824584,-10327.8953002085
189920,-3873120.21454718,-11265.2105858489
189921,-4313782.71336997,-12824.3261638647
189922,-4284545.16177428,-12455.0731446927
189923,-4073351.63302848,-11684.0491445779
189924,-2845935.24421105,-10621.6384201952
189925,-4434952.80611906,-12514.8580066852
189926,-3709426.95410036,-11662.5724632749
189927,-4204894.3356887,-12259.1671594423
189928,-4443352.73167552,-12353.3698882378
189929,-4513550.28517309,-13398.2939819609
189930,-3983908.5449806,-11236.1249285545
189931,0,0
189932,0,0
189933,-1533794.35572826,-12708.8087476189
189934,-3903242.04738392,-13650.6825700858
189935,-3549833.55429019,-12328.4864051754
189936,-4117332.73680181,-12003.8855300344
189937,-2501475.57338407,-11412.4919230525
189938,-3774633.99174073,-11697.4905806414
189939,-2123262.79821308,-12600.9661615019
189940,-532280.474882105,-10398.6417559386
189941,0,0
189942,-172300.793851637,-12704.2059982774
189943,-524247.379068635,-12556.8234507458
189944,-388523.168486375,-12094.1064120272
189945,-587270.099516491,-12250.7452311132
189946,-1364163.21711634,-12601.9696731302
189947,-557469.91848097,-12651.7995683625
189948,-1033535.10688775,-12556.2351634047
189949,-3476809.19720119,-12064.399730041
189950,-3448067.78455795,-11887.3269883489
189951,-2880778.77027671,-11815.5499421757
189952,-3745527.41806291,-11815.5439055612
189953,-4211516.70293675,-11892.7404248126
189954,-4976055.01910798,-12872.5756355259
189955,-4481399.08052894,-12744.8249712874
189956,-4505166.26399881,-11985.8098144298
189957,-4837739.33414495,-12524.8914799869
189958,-3718697.17120938,-11226.2556111981
189959,-3815448.55892315,-11706.0741980384
189960,-3426183.14245295,-11633.898616139
189961,-4801757.66693746,-12549.5136672655
189962,-3948942.0571206,-12143.5850305458
189963,-4171458.41897593,-11995.5669848337
189964,-3937314.77563025,-11949.3619897731
189965,-2680732.06431766,-11964.2156287538
189966,-4284904.69111235,-12000.4332325919
189967,-4601847.88984938,-12760.7567136205
189968,-4570073.7472256,-12503.6217434353
189969,-4683167.3740473,-13276.1654827705
189970,-5039231.81642985,-13927.7438353563
189971,-5477305.75730788,-14620.76945561
189972,-1587110.91160929,-13536.1271779044
190506,-2936406.13281012,-10291.8944413936
190507,-2911087.59695534,-10062.087178934
190508,-3526967.98980159,-10082.4527133867
190509,-3414486.74478839,-9888.10641024694
190510,-2710497.96465937,-9765.36082741496
190511,-1375487.02245129,-9498.3998097629
190512,-2597563.32705028,-9622.83242250626
190513,-3211693.97318118,-10145.5288392693
190514,-3924136.1168363,-10623.7187596245
190515,-2297481.55638056,-9552.93786436821
190516,-2341830.81751205,-9714.62096971555
190517,-2428304.55523554,-9669.70455046509
190518,-2120359.10909702,-9754.38348060734
190519,-2920937.6515613,-10291.7864842503
190520,-2924756.29930675,-10530.1756950738
190521,-2324807.89534736,-10673.4365353107
190522,-2915100.04891703,-10682.9136011618
190523,-2883062.99841427,-10678.011105238
190524,-2857215.17153466,-10825.3475596861
190525,-2119155.51058439,-11493.7248031696
190526,-2298056.09054519,-10642.2279156941
190527,-3114844.18975989,-10301.2623059442
190528,-3098476.98091439,-10319.6568889738
190529,-3289250.74873984,-10529.8143216962
190530,-3729464.58892515,-11091.3445023796
190531,-2797449.24025863,-11646.9393297263
190532,-2988959.13566109,-11295.0746742035
190533,-2695956.41329382,-11712.001795466
190537,-2174437.65995156,-10329.8701185347
190538,-2412523.40704927,-9710.78604095304
190543,-185988.3337377,-10860.632627019
190544,-1905974.93188202,-11926.3194799031
190545,-1213628.16146535,-10056.18907339
190546,-2483634.79711358,-10501.627049106
190547,-3265230.17214569,-9191.35868302799
