new2kid,grass_ha,sng_ha,wood_ha,urban_ha,arable_ha,freshwater_ha,marine_ha,coast_ha,ocean_ha
"144556",58.875,31.875,11.625,160.875,129.5,0,0,7.25,0
"144557",42.5625,33.5,43.25,246.9375,20.0625,3.1875,7.5,3,0
"144558",36.875,35.6875,7.5,265.3125,27.3125,4.25,22.4375,0.625,0
"144559",15.3125,0,0,344.6875,8.75,1.875,26.625,2.75,0
"144560",54.5625,44.25,13.1875,268.5625,13.6875,1.875,0,3.875,0
"144561",88.5625,14.875,47.125,229.875,16,0.5625,0,3,0
"144562",69.25,2.4375,1.75,245,81.5625,0,0,0,0
"144563",135.8125,50.0625,50,44.875,119.25,0,0,0,0
"144564",185.3125,18.3125,10.9375,7.25,178.1875,0,0,0,0
"144565",67.875,18.6875,2.5625,8.3125,302.5625,0,0,0,0
"144566",157.375,5.875,7.75,18.375,210.625,0,0,0,0
"144567",98.1875,5.9375,8.5,11.25,276.125,0,0,0,0
"144568",22.1875,23.0625,69.75,1.6875,283.3125,0,0,0,0
"144569",46.5,21.6875,24.9375,45.6875,261.1875,0,0,0,0
"144570",75.25,29.25,39.5625,84,67.125,5.625,2.0625,19.0625,78.0625
"144869",30.75,256.625,0,10.6875,11.125,15.5,0.5625,14.0625,60.6875
"144870",3,336.6875,0,26.875,0.8125,32.625,0,0,0
"144871",12.75,376.4375,0,5.4375,2.3125,0,0,0,3.0625
"144872",3.6875,251.0625,0,0,0,4.9375,1.5625,13.6875,125.0625
"144877",29.3125,349.375,0,3,0,12.0625,0.25,2.9375,3.0625
"144878",0,388.875,0,0,0,11.125,0,0,0
"144879",15.4375,382.75,0,0,0,1.8125,0,0,0
"144880",18.0625,342.3125,0,0,0,3.0625,3.75,5,27.8125
"144881",11.125,315.875,0,1.3125,0,0,5.6875,5.75,60.25
"144882",2.4375,384.375,0,0,0,13.1875,0,0,0
"144883",9.3125,388.75,0,0,0,0,0,1.9375,0
"144884",0,324.9375,0,5.1875,0,12.75,0.6875,8.6875,47.75
"144892",8.4375,231.875,0,1.625,0,0,0,10.125,147.9375
"144893",8.5,275.0625,0,0,0,2.75,1.25,5.1875,107.25
"144894",38.375,289,0,2.375,0,7.0625,0,14,49.1875
"144895",0.3125,384.375,0,0,1.25,10.375,0,0.25,3.4375
"144896",0,324.375,0,0,0,12.5,3.5,1.5625,58.0625
"144897",0,211.625,0,0.625,0,8.25,0,23.5625,155.9375
"144989",19.1875,17,7.3125,4.4375,298.1875,0.9375,0,12.6875,40.25
"144990",64.0625,44.8125,13.0625,0,277,1.0625,0,0,0
"144991",109.3125,73.5,23.625,0,193.5625,0,0,0,0
"144992",92.875,98.9375,58.5625,0.6875,148.9375,0,0,0,0
"144993",93.3125,28.5625,12.875,0.4375,264.8125,0,0,0,0
"144994",122.8125,5.1875,38.1875,18.625,214.25,0.9375,0,0,0
"144995",35.8125,20.125,282.5625,3.1875,58.3125,0,0,0,0
"144996",187.625,8.125,63.0625,2.6875,135.9375,0,0.8125,1.75,0
"145000",74.4375,21.3125,112.4375,3.9375,130,1.6875,11.125,0.4375,44.625
"145001",39.625,12,22.3125,66.5625,85.8125,4.0625,36.3125,104.6875,28.625
"145004",132.875,28.9375,72.9375,97.3125,66.375,1.5625,0,0,0
"145005",68.9375,8,58.1875,161,103.875,0,0,0,0
"145006",71.375,9.125,82.8125,221.3125,15.375,0,0,0,0
"145007",139.8125,29.8125,41.0625,154.5,34.8125,0,0,0,0
"145008",234.125,44.8125,62.1875,9.5,42.5,6.875,0,0,0
"145009",84.4375,9.3125,73.3125,175.5,57.4375,0,0,0,0
"145010",230.5625,27.5625,54.8125,46,37.125,3.9375,0,0,0
"145011",202.0625,18.4375,70.875,55.75,52.875,0,0,0,0
"145012",167.4375,34.9375,41.25,87.1875,69.1875,0,0,0,0
"145013",188.5625,43.625,36.0625,58.5625,72.3125,0.875,0,0,0
"145014",68.3125,17.3125,17.9375,290.25,6.1875,0,0,0,0
"145015",48,0.8125,13.1875,255.375,82.625,0,0,0,0
"145016",49.4375,3.375,33.0625,14.5,299.625,0,0,0,0
"145017",57.6875,9.8125,14.6875,61.5625,256.25,0,0,0,0
"145018",94.6875,1.3125,7.25,11.8125,284.9375,0,0,0,0
"145019",84.9375,5,18.1875,20.4375,271.4375,0,0,0,0
"145020",66.125,12.875,30.625,6.0625,284.3125,0,0,0,0
"145021",29.4375,1.1875,9.875,0.9375,358.5625,0,0,0,0
"145022",14.625,0.5625,6.6875,0.5625,377.5625,0,0,0,0
"145023",43.8125,11.375,15.125,38.125,288.9375,2.625,0,0,0
"145024",86.125,46.1875,16.1875,64.5625,186,0.9375,0,0,0
"145025",87.9375,32.875,28.25,7.5625,243.375,0,0,0,0
"145026",25.8125,2.375,73.875,3.75,294.1875,0,0,0,0
"145027",31.25,27.875,41.125,2.375,297.375,0,0,0,0
"145028",62.5,14.5,33.875,8.4375,280.6875,0,0,0,0
"145029",134.5625,10.25,41.5,2,211.6875,0,0,0,0
"145030",175.125,20.125,101.9375,35.1875,67.625,0,0,0,0
"145031",115.1875,39.8125,188.0625,19.1875,37.75,0,0,0,0
"145032",80.6875,10.625,39.3125,176.25,92.4375,0.6875,0,0,0
"145033",42.9375,14.625,6.125,331.625,2.75,1.5,0,0,0.4375
"145034",75.6875,63.9375,64.75,104.625,88.625,2.375,0,0,0
"145035",63.3125,58.875,108.0625,17.1875,152.5625,0,0,0,0
"145036",54.3125,15.3125,63.375,40.0625,226.9375,0,0,0,0
"145037",192.25,32.5625,5.375,16,153.8125,0,0,0,0
"145038",47.125,34.875,20.5625,1.1875,296.25,0,0,0,0
"145039",7.875,9.4375,16.625,0.625,365.4375,0,0,0,0
"145040",27.8125,18.9375,34.9375,0.5,317.8125,0,0,0,0
"145041",81.625,17.125,0.5,1.8125,298.9375,0,0,0,0
"145042",146.375,31.6875,13.9375,4.9375,203.0625,0,0,0,0
"145043",32.125,25.875,21.4375,92.75,227.8125,0,0,0,0
"145044",56.9375,10.3125,42.5625,17.4375,272.75,0,0,0,0
"145045",96.3125,18.875,6.1875,38.625,240,0,0,0,0
"145046",93.75,12.4375,3.9375,32.1875,257.6875,0,0,0,0
"145047",40.5,4.625,1.5,40.9375,312.4375,0,0,0,0
"145048",66.8125,65.8125,9.5625,22.5,235.3125,0,0,0,0
"145049",208.375,50.6875,18.375,59.9375,62.625,0,0,0,0
"145050",181.8125,28.125,24.5,59.9375,104.0625,1.5625,0,0,0
"145051",141.4375,50.6875,27.5625,13,166,1.3125,0,0,0
"145052",67.5625,23.3125,48.75,102.6875,157.6875,0,0,0,0
"145053",47.625,29.5,130,9.75,183.125,0,0,0,0
"145054",178.8125,74.8125,85,0.9375,58.75,1.6875,0,0,0
"145055",127.125,73.625,15.75,13.1875,124.3125,46,0,0,0
"145056",52.4375,25.6875,29.1875,73.6875,219,0,0,0,0
"145057",149,21,12.5625,56.875,160.5625,0,0,0,0
"145058",56.4375,24.25,12.9375,8.1875,292.5625,5.625,0,0,0
"145059",58.125,27.5625,8.5,4.0625,301.75,0,0,0,0
"145060",53.5625,21.3125,45.75,6.125,273.25,0,0,0,0
"145061",20.375,1.25,63.25,0,313.75,1.375,0,0,0
"145062",98.6875,19.125,47,15,220.1875,0,0,0,0
"145063",88.3125,7.125,11.625,8.125,282.6875,2.125,0,0,0
"145064",177.75,24,5.875,2.3125,190.0625,0,0,0,0
"145065",83.25,18.375,5.625,42,250.75,0,0,0,0
"145066",88.875,20.25,5.9375,4,280.9375,0,0,0,0
"145067",145.125,37.875,11.375,55.25,150.375,0,0,0,0
"145068",72.9375,10.4375,1.125,71.25,244.25,0,0,0,0
"145069",84.9375,26.125,5.3125,87.25,196.375,0,0,0,0
"145070",128.4375,15.4375,4.875,205.25,44.6875,1.3125,0,0,0
"145071",281.125,12.8125,9.6875,28.9375,65.875,1.5625,0,0,0
"145072",258.625,25.5,8.5,0,107.375,0,0,0,0
"145073",83.25,12.0625,3.4375,23.125,278.125,0,0,0,0
"145074",59.9375,27.3125,5.5,3.5625,303.6875,0,0,0,0
"145075",200.875,44.5625,1.125,0,153.4375,0,0,0,0
"145076",158.1875,14.375,10.125,5.5,211.8125,0,0,0,0
"145077",151.4375,13.75,8.0625,0.875,225.875,0,0,0,0
"145078",115.9375,11.3125,4.25,1.625,266.875,0,0,0,0
"145079",242.0625,44,9.75,0,104.1875,0,0,0,0
"145080",274.375,30.9375,2.5625,25,66.4375,0.6875,0,0,0
"145081",245.6875,31.5,19.875,1.875,82.75,18.3125,0,0,0
"145082",167.125,26.75,6.3125,0.9375,198.875,0,0,0,0
"145083",151.0625,3.75,0.5,1.5625,243.125,0,0,0,0
"145084",152.3125,7.1875,0.5625,4.1875,185.875,49.875,0,0,0
"145085",189.875,3.625,8.3125,13.75,108.875,75.5625,0,0,0
"145086",108,6.1875,26.5,42.125,215.75,1.4375,0,0,0
"145087",166.8125,23.4375,0,47.4375,161.625,0.6875,0,0,0
"145088",275.6875,21.4375,3.4375,25.5625,73,0.875,0,0,0
"145089",216.6875,7.25,8.75,6.125,161.1875,0,0,0,0
"145090",116.375,24.75,19.125,20.75,219,0,0,0,0
"145091",116.8125,1.1875,22.0625,6.3125,250.75,2.875,0,0,0
"145092",20.5,0,36.125,0,343.375,0,0,0,0
"145093",92.625,23.3125,2.5,0.75,280.8125,0,0,0,0
"145094",171,3,4.3125,3.75,217.9375,0,0,0,0
"145095",167.625,29,4.4375,11.875,187.0625,0,0,0,0
"145096",89.375,23.6875,6.0625,10.5,268.875,1.5,0,0,0
"145097",88,27.5625,6.125,19.75,258.5625,0,0,0,0
"145098",154.375,1.5625,0.4375,105.25,138.375,0,0,0,0
"145099",145.4375,21.375,4.0625,38.75,190.375,0,0,0,0
"145100",97.8125,12.1875,7.375,9.5625,270.8125,2.25,0,0,0
"145101",69.625,15.0625,4.125,62.875,248.3125,0,0,0,0
"145102",152.6875,23.8125,16.875,2.5625,203.125,0.9375,0,0,0
"145103",146,46.25,22.25,22.0625,130.5625,32.875,0,0,0
"145104",137.1875,74.1875,45,9,132.375,2.25,0,0,0
"145105",108.6875,75.5625,37.875,31.8125,145.5625,0.5,0,0,0
"145106",141.25,23.25,44.0625,8.25,183.1875,0,0,0,0
"145107",190.125,51.25,86.0625,2.875,68.1875,1.5,0,0,0
"145108",198.6875,18.3125,25.25,6,142.5,9.25,0,0,0
"145109",37.9375,6.0625,19.5,166.125,170.375,0,0,0,0
"145110",55.125,6.375,26.875,12.8125,298.8125,0,0,0,0
"145111",119.0625,15.4375,21.5,39.5,204.5,0,0,0,0
"145112",46.1875,21.375,15.0625,39.6875,277.6875,0,0,0,0
"145113",47.375,53.0625,14.875,38.3125,246.375,0,0,0,0
"145114",53.1875,31.9375,26.25,26.8125,250.6875,11.125,0,0,0
"145115",82.9375,65.125,10.875,75.5625,126.9375,38.5625,0,0,0
"145116",65.1875,22.8125,4.4375,203.5625,68.375,35.625,0,0,0
"145117",133.25,8.3125,5.3125,172.25,80.875,0,0,0,0
"145118",95.6875,23.25,14,109.5625,157.5,0,0,0,0
"145119",49.5625,29.1875,6.6875,135.9375,175.5625,3.0625,0,0,0
"145120",48.0625,18.1875,9.75,268.125,55.4375,0.4375,0,0,0
"145121",56.4375,30.75,15.6875,211.9375,84.375,0.8125,0,0,0
"145122",81.875,41.3125,17.875,95.125,163.8125,0,0,0,0
"145123",76.4375,17.4375,5.5625,251.4375,49.125,0,0,0,0
"145124",171.1875,16.375,22.1875,38.375,148,3.875,0,0,0
"145125",150.8125,29.25,28.8125,68.4375,122.6875,0,0,0,0
"145126",82.125,33.4375,6.875,116.375,159.375,1.8125,0,0,0
"145127",78.6875,23.0625,26.25,47.3125,223.25,1.4375,0,0,0
"145128",67.9375,20.125,20.8125,73.9375,217.1875,0,0,0,0
"145129",69.8125,26.75,22.375,158.5,121.375,1.1875,0,0,0
"145130",103.625,43.625,19.1875,12.125,221.4375,0,0,0,0
"145131",73.8125,83.1875,59.75,2.0625,180.5,0.6875,0,0,0
"145132",42,40.25,83.4375,21.5625,210.6875,2.0625,0,0,0
"145133",59.625,21.0625,51.375,21.125,245.3125,1.5,0,0,0
"145134",44.4375,26.6875,13.3125,48.5,265,2.0625,0,0,0
"145135",60.8125,34,22.0625,157.375,125.75,0,0,0,0
"145136",44.5,22.6875,17.3125,24.4375,291.0625,0,0,0,0
"145137",40.1875,51.375,23.5,18.875,266.0625,0,0,0,0
"145138",31,22.125,23.0625,84.3125,239.5,0,0,0,0
"145139",21.0625,26.25,46.5,12.3125,293.875,0,0,0,0
"145140",40.8125,13.75,64.5625,61.1875,218.3125,1.375,0,0,0
"145141",93.375,35.3125,36.3125,58.0625,176.9375,0,0,0,0
"145142",41,22.9375,15.3125,91.0625,227,2.6875,0,0,0
"145143",42.9375,15.125,12.9375,5.75,323.25,0,0,0,0
"145144",58.875,5.875,8.25,8.4375,318.5625,0,0,0,0
"145145",60.875,10.625,28.9375,101.3125,198.25,0,0,0,0
"145146",39.75,30.6875,52.5,78.8125,195.3125,2.9375,0,0,0
"145147",22.5625,12.125,34,104.5625,213.1875,13.5625,0,0,0
"145148",42.125,31.0625,38.875,35.125,242.875,9.9375,0,0,0
"145149",51.4375,18.3125,11.25,146.9375,169.4375,2.625,0,0,0
"145150",49.625,1.0625,2.875,139.5625,203.9375,2.9375,0,0,0
"145151",42.125,24.625,10.0625,16.6875,306.4375,0.0625,0,0,0
"145152",42.4375,35,51.4375,84.25,186.875,0,0,0,0
"145153",29.875,2.625,18.3125,23.1875,326,0,0,0,0
"145154",61.5625,13.5625,75.4375,23.3125,222.25,3.875,0,0,0
"145155",77.4375,15.3125,8.375,220.6875,78.1875,0,0,0,0
"145156",34.375,8.375,10.125,79.8125,266.1875,1.125,0,0,0
"145157",40.0625,2.75,9.25,22.9375,324.4375,0.5625,0,0,0
"145158",49.5625,1.375,3.875,5.0625,340.125,0,0,0,0
"145159",30.6875,3.3125,8,3.5,354.5,0,0,0,0
"145160",36.25,0.5,2.3125,130.75,230.1875,0,0,0,0
"145161",43.0625,2.75,6.1875,187.5,159.5625,0.9375,0,0,0
"145162",41.6875,20.0625,32.375,136.0625,164.125,5.6875,0,0,0
"145163",26.5,21.625,51.9375,70.875,150.0625,79,0,0,0
"145164",65.5625,8,21.3125,28.3125,276.8125,0,0,0,0
"145165",22.0625,3.3125,12.8125,21.4375,339.5625,0.8125,0,0,0
"145166",43.1875,3.9375,53.5,2.9375,296.4375,0,0,0,0
"145167",34.625,8,7.625,1,348,0.75,0,0,0
"145168",58,18.3125,2.5625,0.875,320.25,0,0,0,0
"145169",79.0625,22.125,8.75,0,289.4375,0.625,0,0,0
"145170",94.75,29.8125,19.9375,4.0625,251.4375,0,0,0,0
"145171",68.5625,12.4375,18.75,58.8125,241.4375,0,0,0,0
"145172",214.125,23.5,8.9375,0.5,136.25,16.6875,0,0,0
"145173",84.9375,3.375,1.75,1.1875,308.75,0,0,0,0
"145174",91,5.625,18.9375,0.75,283.6875,0,0,0,0
"145175",91.0625,5.5,3.9375,5.25,294.25,0,0,0,0
"145176",138,13.375,1.8125,81.0625,165.75,0,0,0,0
"145177",135,25.1875,4.5,9.6875,211.9375,13.6875,0,0,0
"145178",135.8125,18.9375,4.625,22.875,217.75,0,0,0,0
"145179",63.0625,12,16.0625,7.25,301.625,0,0,0,0
"145180",114.9375,15.125,58.125,2.75,194.3125,14.75,0,0,0
"145181",137.875,29.3125,32.9375,1.875,188.5625,9.4375,0,0,0
"145182",91.375,19.4375,22,0,267.1875,0,0,0,0
"145183",58.8125,1.8125,7.375,19.3125,312.6875,0,0,0,0
"145184",51.875,2.5625,27.5625,2.5625,315.4375,0,0,0,0
"145185",15,8.5625,13.4375,4,357.0625,1.9375,0,0,0
"145186",65.4375,13.3125,99.4375,3.8125,218,0,0,0,0
"145187",86.375,13,0.5,0.4375,299.6875,0,0,0,0
"145188",109.875,6,0.875,0,283.25,0,0,0,0
"145189",93.3125,24.75,26.6875,2.9375,252.3125,0,0,0,0
"145190",124.9375,22.3125,0.625,1.3125,250.8125,0,0,0,0
"145191",113.25,8.625,5.0625,0,273.0625,0,0,0,0
"145192",197.125,32.8125,46.5625,1,122.5,0,0,0,0
"145193",195.6875,76.75,94.75,1.0625,31.75,0,0,0,0
"145194",129.25,93.5625,98.5625,0,78.0625,0.5625,0,0,0
"145195",213.4375,62.8125,88.5,2.125,33.125,0,0,0,0
"145196",141.125,176.75,73.375,0,8.75,0,0,0,0
"145197",0.375,151.0625,248.5625,0,0,0,0,0,0
"145198",158.875,182.8125,43.1875,0.875,11,3.25,0,0,0
"145199",41.625,244.4375,97.6875,2.1875,3.875,10.1875,0,0,0
"145200",157.6875,76.6875,63.6875,0,101.9375,0,0,0,0
"145201",123.1875,21.0625,12.125,4.4375,239.1875,0,0,0,0
"145202",147.125,16.375,16,16.625,203.875,0,0,0,0
"145203",146.6875,17.9375,46.5625,34.625,154.1875,0,0,0,0
"145204",136.8125,11.75,19.1875,0,232.25,0,0,0,0
"145205",109.125,14.3125,23.8125,5.25,247.5,0,0,0,0
"145206",164.6875,48.9375,1.9375,25.8125,158.625,0,0,0,0
"145207",103.0625,43.625,12.4375,90.375,150.5,0,0,0,0
"145208",88.3125,38.125,8.625,214.0625,49.1875,0,0,1.6875,0
"145209",53.5625,55.5,13.5625,232.6875,13.4375,3.875,20.8125,6.5625,0
"145210",28.9375,74.0625,6.25,250.125,18.0625,0.4375,15.5,6.625,0
"145211",66.5,0,4.25,313.125,10,6.125,0,0,0
"145212",72.6875,8.25,43.375,245.0625,30.625,0,0,0,0
"145213",82.875,4.375,8.125,23.125,281.5,0,0,0,0
"145214",142.125,2.5,8.0625,1.375,245.9375,0,0,0,0
"145215",95.5625,11.4375,17.625,1.6875,273.6875,0,0,0,0
"145216",107.75,3.9375,2.9375,0.6875,284.6875,0,0,0,0
"145217",100.25,16.125,0,13.5,270.125,0,0,0,0
"145218",56,24.625,70.5,10.375,236.8125,1.0625,0.625,0,0
"145219",54.625,36.5,0.6875,40.1875,91.125,1.6875,19.5625,12.125,143.5
"145520",19.6875,75.1875,0,155.5625,3.8125,16.625,0,4.625,124.5
"145521",25.6875,104.3125,0,86.375,0.75,0,0.75,2.25,179.875
"145522",5.5,180.1875,0,22.375,1.25,0,4.0625,15.6875,170.9375
"145526",37.3125,255.875,0,4.75,0,24.6875,0,7.6875,69.6875
"145527",76.75,153,0,5.375,0,1.4375,4.0625,9.875,149.5
"145528",0.0625,347.5625,0,0,0,13.4375,0,1.3125,37.625
"145529",37.4375,356.125,0,1.9375,0,2.6875,1.8125,0,0
"145530",11,196,0,0,0,0.6875,7.8125,9.8125,174.6875
"145532",70.1875,312.5625,0,1.375,0,6.0625,4.9375,3.625,1.25
"145533",20.5,284.375,0,0.6875,0,2.8125,2.4375,11,78.1875
"145540",16.5,379.5,0,0,0,4,0,0,0
"145541",0,399,0,0,0,1,0,0,0
"145542",0,391.5,0,0,0,8.5,0,0,0
"145543",0,397.375,0,0,0,2.625,0,0,0
"145544",0,396.5,0,0,0,3.5,0,0,0
"145545",0,397.1875,0,0,0,2.8125,0,0,0
"145546",15.0625,301.6875,0,1.1875,0,0.75,75.5625,5.75,0
"145547",0,295.6875,0,3,0,5.6875,90.5,5.125,0
"145548",0,195.6875,0,7.3125,0,9.625,28.5625,19.25,139.5625
"145638",71.6875,63.1875,6.1875,12,168,0,0,23.0625,55.875
"145639",199.5625,40.6875,25.3125,7.5,126.9375,0,0,0,0
"145640",96.6875,79.125,11.0625,0.8125,212.3125,0,0,0,0
"145641",115.4375,50.8125,9.1875,0.6875,223.875,0,0,0,0
"145642",117.0625,26.6875,60.3125,0.5625,195.375,0,0,0,0
"145643",169.625,47.6875,28.125,15.4375,139.125,0,0,0,0
"145644",87.375,27.375,15.625,233.125,36.5,0,0,0,0
"145645",114.4375,8.6875,64.9375,112.5,99.4375,0,0,0,0
"145646",148.3125,17.5,65.625,46.3125,122.25,0,0,0,0
"145647",131,10.9375,19.625,205.875,24.8125,0.6875,7.0625,0,0
"145653",53.3125,18.5,67,145,24.125,0,18.0625,74,0
"145654",95.875,21.3125,64.625,106.6875,14.5625,4.375,11.1875,81.375,0
"145655",90.5,23.625,98,84.9375,89.5,2.875,0.5625,10,0
"145656",42.25,9.3125,25.125,311.625,11.6875,0,0,0,0
"145657",155.375,21,30.5,126.125,67,0,0,0,0
"145658",195.3125,15.8125,32,59.3125,97.5625,0,0,0,0
"145659",146.125,9.1875,53.5,153.4375,37.75,0,0,0,0
"145660",161.375,22.8125,89.8125,38.125,82.5,5.375,0,0,0
"145661",137.6875,24.625,62.9375,14.3125,160.4375,0,0,0,0
"145662",86.1875,36.5,13.4375,38.6875,225.1875,0,0,0,0
"145663",154.9375,64.5,18.75,5,154.9375,1.875,0,0,0
"145664",90.9375,11.375,32.5,189.6875,74.125,1.375,0,0,0
"145665",101.875,29.0625,33.1875,97.375,138.5,0,0,0,0
"145666",109,12.75,50.9375,106.3125,121,0,0,0,0
"145667",99.6875,3.125,8.75,26.5625,261.875,0,0,0,0
"145668",13,2.5625,18.5,0,365.9375,0,0,0,0
"145669",71.875,1.375,17,0,309.75,0,0,0,0
"145670",82.375,1.3125,2.3125,2.75,311.25,0,0,0,0
"145671",52.75,4,22.9375,0.0625,320.25,0,0,0,0
"145672",18.875,0,111.125,0,270,0,0,0,0
"145673",28.875,12.625,20.8125,0,337.6875,0,0,0,0
"145674",137.3125,18.25,112.8125,12.9375,115.0625,3.625,0,0,0
"145675",20.4375,0,15.5,0.5,363.5625,0,0,0,0
"145676",7.5625,0,66.5,1.625,324.3125,0,0,0,0
"145677",38.5625,74.8125,25.625,0,261,0,0,0,0
"145678",57,21.375,41.625,1.5,278.5,0,0,0,0
"145679",117.0625,10.9375,59,2.625,207.6875,2.6875,0,0,0
"145680",73.9375,6.8125,98.125,0,221.125,0,0,0,0
"145681",105.5625,13.3125,148.0625,6,127.0625,0,0,0,0
"145682",84.875,82.25,109.4375,38.5,84.9375,0,0,0,0
"145683",105.875,5.1875,28.75,173.5,58.0625,28.625,0,0,0
"145684",84.875,15.9375,46.75,52.875,199.5625,0,0,0,0
"145685",88.5625,34.9375,41.5625,5.625,229.3125,0,0,0,0
"145686",158.625,48.5625,78.8125,46.0625,67.9375,0,0,0,0
"145687",147.875,29.8125,34.875,6.625,180.8125,0,0,0,0
"145688",57.125,9.8125,30.25,7.0625,295.75,0,0,0,0
"145689",9.3125,7.3125,22.75,4.5,356.125,0,0,0,0
"145690",55.375,39.1875,1.625,14.5,289.3125,0,0,0,0
"145691",79.3125,30.6875,15.6875,0,274.3125,0,0,0,0
"145692",92.625,15.9375,2.5,26.0625,262.875,0,0,0,0
"145693",13.625,32.25,10.5625,25.3125,318.25,0,0,0,0
"145694",80.0625,20.6875,3.375,68.375,227.5,0,0,0,0
"145695",60.5,21,19.0625,99.6875,199.75,0,0,0,0
"145696",116.9375,26.3125,7.1875,55.8125,193.125,0.625,0,0,0
"145697",154.1875,35.25,15.5,32.5,125.3125,37.25,0,0,0
"145698",78.0625,10.1875,4.5,277.75,24.3125,5.1875,0,0,0
"145699",90.75,10.8125,1.6875,157.625,139.125,0,0,0,0
"145700",100.375,43.8125,52.625,10.5625,192.625,0,0,0,0
"145701",126.625,75.875,98.25,3.75,95.5,0,0,0,0
"145702",114.6875,67.75,35.3125,113.6875,68.5625,0,0,0,0
"145703",104.4375,47.3125,23.25,61.75,156.75,6.5,0,0,0
"145704",250.375,41,20.0625,46,30.9375,11.625,0,0,0
"145705",144.6875,58.8125,21.6875,63.625,94.375,16.8125,0,0,0
"145706",75.4375,28.25,2.6875,158.625,135,0,0,0,0
"145707",115.5,43.5,34.3125,120.9375,85.625,0.125,0,0,0
"145708",163.375,17.75,12.625,1.875,201.6875,2.6875,0,0,0
"145709",162.875,43.8125,28,12.9375,152.375,0,0,0,0
"145710",181.125,30.0625,27.5,19.1875,139.8125,2.3125,0,0,0
"145711",113.875,20.125,10.8125,2.25,252.375,0.5625,0,0,0
"145712",126.0625,4.0625,9.9375,12.125,244.9375,2.875,0,0,0
"145713",151.8125,21.5625,4.8125,6.125,215.6875,0,0,0,0
"145714",210.6875,42.0625,8.1875,1.9375,137,0.125,0,0,0
"145715",153.3125,6.3125,1.25,1.0625,236.625,1.4375,0,0,0
"145716",115.1875,29.3125,12.75,7.9375,234.8125,0,0,0,0
"145717",194.1875,43.875,19.375,16.125,125.875,0.5625,0,0,0
"145718",143.0625,22.0625,1.625,23.875,209.375,0,0,0,0
"145719",31.75,12.6875,5.125,1.5,348.9375,0,0,0,0
"145720",111.9375,32,1.875,24.5,229.6875,0,0,0,0
"145721",173.625,22.625,10.5,32.5,160.75,0,0,0,0
"145722",135.8125,11.875,1.4375,4.5,246.375,0,0,0,0
"145723",146.1875,24.125,5.375,12.9375,211.375,0,0,0,0
"145724",152.5,11.25,6.75,33.0625,196.4375,0,0,0,0
"145725",145.9375,24.0625,3.9375,1.875,224.1875,0,0,0,0
"145726",158.4375,22.25,3,14.5,173.4375,28.375,0,0,0
"145727",139.875,28.9375,4.625,1.1875,225.375,0,0,0,0
"145728",176.75,9.8125,5.3125,16.4375,191.0625,0.625,0,0,0
"145729",111.1875,47,36.4375,0.6875,204.0625,0.625,0,0,0
"145730",223,42.25,42.1875,0,92.5625,0,0,0,0
"145731",293.6875,8.875,9.25,0,88.1875,0,0,0,0
"145732",196.875,19.375,5.5625,0,178.1875,0,0,0,0
"145733",178.5625,14.375,0,4.625,201.5625,0.875,0,0,0
"145734",150.5,0.9375,13.8125,0.375,234.375,0,0,0,0
"145735",194.0625,12.5,11.375,60.125,121.9375,0,0,0,0
"145736",112.125,5.3125,10.5625,226.3125,45.6875,0,0,0,0
"145737",77.3125,19.875,2,280.0625,19.375,1.375,0,0,0
"145738",126.25,25.25,19,104.375,118.875,6.25,0,0,0
"145739",173.8125,5.25,2.6875,28.25,190,0,0,0,0
"145740",122.0625,3.25,0.3125,4.5,269.875,0,0,0,0
"145741",62.25,4.625,20.125,0.6875,310.125,2.1875,0,0,0
"145742",166.6875,25.5625,26.75,1,179.0625,0.9375,0,0,0
"145743",46.875,7.5625,1.4375,2.9375,341.1875,0,0,0,0
"145744",110.9375,18.3125,1.75,17.125,251.875,0,0,0,0
"145745",65.25,32.1875,12,13.75,273.3125,3.5,0,0,0
"145746",196.875,23.4375,3.5625,53.3125,118.4375,4.375,0,0,0
"145747",132.3125,13.625,8.5625,77,160.875,7.625,0,0,0
"145748",107.9375,8.0625,5.1875,16.9375,258.9375,2.9375,0,0,0
"145749",110.0625,2.875,10.0625,1.8125,274.25,0.9375,0,0,0
"145750",73.5625,20.8125,24.625,19.125,260.125,1.75,0,0,0
"145751",89.625,0.5625,7.8125,25.125,276.875,0,0,0,0
"145752",141.375,27.9375,30.5625,13.0625,187.0625,0,0,0,0
"145753",136.0625,21.25,56,6.3125,180.375,0,0,0,0
"145754",131.5625,26.375,16.9375,81.25,143.3125,0.5625,0,0,0
"145755",153.9375,25.5625,69.25,65.3125,84.8125,1.125,0,0,0
"145756",181.9375,31.9375,83.125,12.1875,88.625,2.1875,0,0,0
"145757",175.0625,29,15.5625,10.4375,169.9375,0,0,0,0
"145758",92.3125,49.8125,59.375,22.0625,174.6875,1.75,0,0,0
"145759",41,14.5,33.75,122.25,188.1875,0.3125,0,0,0
"145760",38.375,10.1875,42.875,37.4375,270.9375,0.1875,0,0,0
"145761",114.6875,22.875,22.125,35.5625,203.6875,1.0625,0,0,0
"145762",98.75,11.125,29.875,5.1875,246.9375,8.125,0,0,0
"145763",104.9375,21.0625,3.9375,98.375,163.875,7.8125,0,0,0
"145764",28.75,53.4375,11.25,23.1875,280.6875,2.6875,0,0,0
